run_id,agent_count,topology,artefact_policy,pattern,task,workspace_file_count
family-1-process_orders-conflicting-a2-solo-mandatory-r05,2,solo,mandatory,conflicting,process_orders,3
family-1-process_orders-conflicting-a2-solo-mandatory-r06,2,solo,mandatory,conflicting,process_orders,4
family-1-process_orders-conflicting-a2-solo-mandatory-r07,2,solo,mandatory,conflicting,process_orders,3
family-1-process_orders-conflicting-a2-solo-mandatory-r08,2,solo,mandatory,conflicting,process_orders,2
family-1-process_orders-conflicting-a2-solo-mandatory-r09,2,solo,mandatory,conflicting,process_orders,3
family-1-process_orders-conflicting-a2-solo-mandatory-r10,2,solo,mandatory,conflicting,process_orders,2
family-1-process_orders-conflicting-a4-orchestrator-allowed-r01,4,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-allowed-r02,4,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-allowed-r03,4,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-allowed-r04,4,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-allowed-r05,4,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-allowed-r06,4,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-allowed-r07,4,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-allowed-r08,4,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-allowed-r09,4,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-allowed-r10,4,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-forbidden-r01,4,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-forbidden-r02,4,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-forbidden-r03,4,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-forbidden-r04,4,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-forbidden-r05,4,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-forbidden-r06,4,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-forbidden-r07,4,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-forbidden-r08,4,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-forbidden-r09,4,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-forbidden-r10,4,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-orchestrator-mandatory-r01,4,orchestrator,mandatory,conflicting,process_orders,7
family-1-process_orders-conflicting-a4-orchestrator-mandatory-r02,4,orchestrator,mandatory,conflicting,process_orders,7
family-1-process_orders-conflicting-a4-orchestrator-mandatory-r03,4,orchestrator,mandatory,conflicting,process_orders,5
family-1-process_orders-conflicting-a4-orchestrator-mandatory-r04,4,orchestrator,mandatory,conflicting,process_orders,7
family-1-process_orders-conflicting-a4-orchestrator-mandatory-r05,4,orchestrator,mandatory,conflicting,process_orders,7
family-1-process_orders-conflicting-a4-orchestrator-mandatory-r06,4,orchestrator,mandatory,conflicting,process_orders,7
family-1-process_orders-conflicting-a4-orchestrator-mandatory-r07,4,orchestrator,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a4-orchestrator-mandatory-r08,4,orchestrator,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a4-orchestrator-mandatory-r09,4,orchestrator,mandatory,conflicting,process_orders,8
family-1-process_orders-conflicting-a4-orchestrator-mandatory-r10,4,orchestrator,mandatory,conflicting,process_orders,9
family-1-process_orders-conflicting-a4-peer-allowed-r01,4,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-allowed-r02,4,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-allowed-r03,4,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-allowed-r04,4,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-allowed-r05,4,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-allowed-r06,4,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-allowed-r07,4,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-allowed-r08,4,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-allowed-r09,4,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-allowed-r10,4,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-forbidden-r01,4,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-forbidden-r02,4,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-forbidden-r03,4,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-forbidden-r04,4,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-forbidden-r05,4,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-forbidden-r06,4,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-forbidden-r07,4,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-forbidden-r08,4,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-forbidden-r09,4,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-forbidden-r10,4,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-peer-mandatory-r01,4,peer,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a4-peer-mandatory-r02,4,peer,mandatory,conflicting,process_orders,7
family-1-process_orders-conflicting-a4-peer-mandatory-r03,4,peer,mandatory,conflicting,process_orders,5
family-1-process_orders-conflicting-a4-peer-mandatory-r04,4,peer,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a4-peer-mandatory-r05,4,peer,mandatory,conflicting,process_orders,5
family-1-process_orders-conflicting-a4-peer-mandatory-r06,4,peer,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a4-peer-mandatory-r07,4,peer,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a4-peer-mandatory-r08,4,peer,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a4-peer-mandatory-r09,4,peer,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a4-peer-mandatory-r10,4,peer,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a4-solo-allowed-r01,4,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-allowed-r02,4,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-allowed-r03,4,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-allowed-r04,4,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-allowed-r05,4,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-allowed-r06,4,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-allowed-r07,4,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-allowed-r08,4,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-allowed-r09,4,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-allowed-r10,4,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-forbidden-r01,4,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-forbidden-r02,4,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-forbidden-r03,4,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-forbidden-r04,4,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-forbidden-r05,4,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-forbidden-r06,4,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-forbidden-r07,4,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-forbidden-r08,4,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-forbidden-r09,4,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-forbidden-r10,4,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a4-solo-mandatory-r01,4,solo,mandatory,conflicting,process_orders,7
family-1-process_orders-conflicting-a4-solo-mandatory-r02,4,solo,mandatory,conflicting,process_orders,8
family-1-process_orders-conflicting-a4-solo-mandatory-r03,4,solo,mandatory,conflicting,process_orders,7
family-1-process_orders-conflicting-a4-solo-mandatory-r04,4,solo,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a4-solo-mandatory-r05,4,solo,mandatory,conflicting,process_orders,5
family-1-process_orders-conflicting-a4-solo-mandatory-r06,4,solo,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a4-solo-mandatory-r07,4,solo,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a4-solo-mandatory-r08,4,solo,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a4-solo-mandatory-r09,4,solo,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a4-solo-mandatory-r10,4,solo,mandatory,conflicting,process_orders,7
family-1-process_orders-conflicting-a8-orchestrator-allowed-r01,8,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-allowed-r02,8,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-allowed-r03,8,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-allowed-r04,8,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-allowed-r05,8,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-allowed-r06,8,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-allowed-r07,8,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-allowed-r08,8,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-allowed-r09,8,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-allowed-r10,8,orchestrator,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r01,8,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r02,8,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r03,8,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r04,8,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r05,8,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r06,8,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r07,8,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r08,8,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r09,8,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r10,8,orchestrator,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r01,8,orchestrator,mandatory,conflicting,process_orders,7
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r02,8,orchestrator,mandatory,conflicting,process_orders,11
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r03,8,orchestrator,mandatory,conflicting,process_orders,12
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r04,8,orchestrator,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r05,8,orchestrator,mandatory,conflicting,process_orders,7
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r06,8,orchestrator,mandatory,conflicting,process_orders,9
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r07,8,orchestrator,mandatory,conflicting,process_orders,9
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r08,8,orchestrator,mandatory,conflicting,process_orders,8
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r09,8,orchestrator,mandatory,conflicting,process_orders,14
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r10,8,orchestrator,mandatory,conflicting,process_orders,8
family-1-process_orders-conflicting-a8-peer-allowed-r01,8,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-allowed-r02,8,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-allowed-r03,8,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-allowed-r04,8,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-allowed-r05,8,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-allowed-r06,8,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-allowed-r07,8,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-allowed-r08,8,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-allowed-r09,8,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-allowed-r10,8,peer,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-forbidden-r01,8,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-forbidden-r02,8,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-forbidden-r03,8,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-forbidden-r04,8,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-forbidden-r05,8,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-forbidden-r06,8,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-forbidden-r07,8,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-forbidden-r08,8,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-forbidden-r09,8,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-forbidden-r10,8,peer,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-peer-mandatory-r01,8,peer,mandatory,conflicting,process_orders,7
family-1-process_orders-conflicting-a8-peer-mandatory-r02,8,peer,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a8-peer-mandatory-r03,8,peer,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a8-peer-mandatory-r04,8,peer,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a8-peer-mandatory-r05,8,peer,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a8-peer-mandatory-r06,8,peer,mandatory,conflicting,process_orders,6
family-1-process_orders-conflicting-a8-peer-mandatory-r07,8,peer,mandatory,conflicting,process_orders,7
family-1-process_orders-conflicting-a8-peer-mandatory-r08,8,peer,mandatory,conflicting,process_orders,9
family-1-process_orders-conflicting-a8-peer-mandatory-r09,8,peer,mandatory,conflicting,process_orders,7
family-1-process_orders-conflicting-a8-peer-mandatory-r10,8,peer,mandatory,conflicting,process_orders,4
family-1-process_orders-conflicting-a8-solo-allowed-r01,8,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-allowed-r02,8,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-allowed-r03,8,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-allowed-r04,8,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-allowed-r05,8,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-allowed-r06,8,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-allowed-r07,8,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-allowed-r08,8,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-allowed-r09,8,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-allowed-r10,8,solo,allowed,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-forbidden-r01,8,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-forbidden-r02,8,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-forbidden-r03,8,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-forbidden-r04,8,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-forbidden-r05,8,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-forbidden-r06,8,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-forbidden-r07,8,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-forbidden-r08,8,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-forbidden-r09,8,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-forbidden-r10,8,solo,forbidden,conflicting,process_orders,1
family-1-process_orders-conflicting-a8-solo-mandatory-r01,8,solo,mandatory,conflicting,process_orders,7
family-1-process_orders-conflicting-a8-solo-mandatory-r02,8,solo,mandatory,conflicting,process_orders,9
family-1-process_orders-conflicting-a8-solo-mandatory-r03,8,solo,mandatory,conflicting,process_orders,7
family-1-process_orders-conflicting-a8-solo-mandatory-r04,8,solo,mandatory,conflicting,process_orders,8
family-1-process_orders-conflicting-a8-solo-mandatory-r05,8,solo,mandatory,conflicting,process_orders,9
family-1-process_orders-conflicting-a8-solo-mandatory-r06,8,solo,mandatory,conflicting,process_orders,10
family-1-process_orders-conflicting-a8-solo-mandatory-r07,8,solo,mandatory,conflicting,process_orders,8
family-1-process_orders-conflicting-a8-solo-mandatory-r08,8,solo,mandatory,conflicting,process_orders,8
family-1-process_orders-conflicting-a8-solo-mandatory-r09,8,solo,mandatory,conflicting,process_orders,10
family-1-process_orders-conflicting-a8-solo-mandatory-r10,8,solo,mandatory,conflicting,process_orders,8
family-1-process_orders-overlapping-a2-orchestrator-allowed-r01,2,orchestrator,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-allowed-r02,2,orchestrator,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-allowed-r03,2,orchestrator,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-allowed-r04,2,orchestrator,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-allowed-r05,2,orchestrator,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-allowed-r06,2,orchestrator,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-allowed-r07,2,orchestrator,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-allowed-r08,2,orchestrator,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-allowed-r09,2,orchestrator,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-allowed-r10,2,orchestrator,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r01,2,orchestrator,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r02,2,orchestrator,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r03,2,orchestrator,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r04,2,orchestrator,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r05,2,orchestrator,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r06,2,orchestrator,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r07,2,orchestrator,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r08,2,orchestrator,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r09,2,orchestrator,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r10,2,orchestrator,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r01,2,orchestrator,mandatory,overlapping,process_orders,3
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r02,2,orchestrator,mandatory,overlapping,process_orders,4
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r03,2,orchestrator,mandatory,overlapping,process_orders,3
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r04,2,orchestrator,mandatory,overlapping,process_orders,3
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r05,2,orchestrator,mandatory,overlapping,process_orders,3
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r06,2,orchestrator,mandatory,overlapping,process_orders,3
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r07,2,orchestrator,mandatory,overlapping,process_orders,2
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r08,2,orchestrator,mandatory,overlapping,process_orders,3
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r09,2,orchestrator,mandatory,overlapping,process_orders,2
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r10,2,orchestrator,mandatory,overlapping,process_orders,3
family-1-process_orders-overlapping-a2-peer-allowed-r01,2,peer,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-allowed-r02,2,peer,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-allowed-r03,2,peer,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-allowed-r04,2,peer,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-allowed-r05,2,peer,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-allowed-r06,2,peer,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-allowed-r07,2,peer,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-allowed-r08,2,peer,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-allowed-r09,2,peer,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-allowed-r10,2,peer,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-forbidden-r01,2,peer,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-forbidden-r02,2,peer,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-forbidden-r03,2,peer,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-forbidden-r04,2,peer,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-forbidden-r05,2,peer,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-forbidden-r06,2,peer,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-forbidden-r07,2,peer,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-forbidden-r08,2,peer,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-forbidden-r09,2,peer,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-forbidden-r10,2,peer,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-peer-mandatory-r01,2,peer,mandatory,overlapping,process_orders,2
family-1-process_orders-overlapping-a2-peer-mandatory-r02,2,peer,mandatory,overlapping,process_orders,2
family-1-process_orders-overlapping-a2-peer-mandatory-r03,2,peer,mandatory,overlapping,process_orders,3
family-1-process_orders-overlapping-a2-peer-mandatory-r04,2,peer,mandatory,overlapping,process_orders,3
family-1-process_orders-overlapping-a2-peer-mandatory-r05,2,peer,mandatory,overlapping,process_orders,2
family-1-process_orders-overlapping-a2-peer-mandatory-r06,2,peer,mandatory,overlapping,process_orders,3
family-1-process_orders-overlapping-a2-peer-mandatory-r07,2,peer,mandatory,overlapping,process_orders,3
family-1-process_orders-overlapping-a2-peer-mandatory-r08,2,peer,mandatory,overlapping,process_orders,3
family-1-process_orders-overlapping-a2-peer-mandatory-r09,2,peer,mandatory,overlapping,process_orders,2
family-1-process_orders-overlapping-a2-peer-mandatory-r10,2,peer,mandatory,overlapping,process_orders,3
family-1-process_orders-overlapping-a2-solo-allowed-r01,2,solo,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-allowed-r02,2,solo,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-allowed-r03,2,solo,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-allowed-r04,2,solo,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-allowed-r05,2,solo,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-allowed-r06,2,solo,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-allowed-r07,2,solo,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-allowed-r08,2,solo,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-allowed-r09,2,solo,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-allowed-r10,2,solo,allowed,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-forbidden-r01,2,solo,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-forbidden-r02,2,solo,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-forbidden-r03,2,solo,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-forbidden-r04,2,solo,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-forbidden-r05,2,solo,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-forbidden-r06,2,solo,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-forbidden-r07,2,solo,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-forbidden-r08,2,solo,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-forbidden-r09,2,solo,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-forbidden-r10,2,solo,forbidden,overlapping,process_orders,1
family-1-process_orders-overlapping-a2-solo-mandatory-r01,2,solo,mandatory,overlapping,process_orders,3
family-1-process_orders-overlapping-a2-solo-mandatory-r02,2,solo,mandatory,overlapping,process_orders,3
family-1-process_orders-overlapping-a2-solo-mandatory-r03,2,solo,mandatory,overlapping,process_orders,3
family-1-process_orders-overlapping-a2-solo-mandatory-r04,2,solo,mandatory,overlapping,process_orders,3
family-1-process_orders-overlapping-a2-solo-mandatory-r05,2,solo,mandatory,overlapping,process_orders,3
family-1-process_orders-overlapping-a2-solo-mandatory-r06,2,solo,mandatory,overlapping,process_orders,3
