family,draw,policy,n,N,M_mean,M_dir_mean,M_bc_mean,W_mean,R_mean,C_mean,tok_C_mean,readers_per_written_mean,C_slope,C_lo,C_hi,C_seg24,M_dir_slope,W_slope,R_slope,tok_C_slope
summarise_transactions,solo,allowed,4,10,17.5,11.3,6.2,8.3,11.9,37.7,10727.7,2.1,1.387449830006619,1.260459079358302,1.514440580654936,1.2637999643770375,1.9136291297785013,0.1587185453236753,1.2223745378203852,0.9831334080916846
summarise_transactions,solo,allowed,8,10,73.7,64.2,7.2,8.3,23.8,105.8,24078.6,4.226666666666667,1.387449830006619,1.260459079358302,1.514440580654936,1.2637999643770375,1.9136291297785013,0.1587185453236753,1.2223745378203852,0.9831334080916846
summarise_transactions,solo,mandatory,2,10,4.2,3.9,0.0,8.3,4.1,16.6,8150.8,0.5619047619047619,1.5322196331231697,1.3541325970855413,1.710306669160798,1.5615985076556458,1.9441672109636625,0.7046866337301376,1.5419447065205298,1.2084903458253669
summarise_transactions,solo,mandatory,4,10,13.8,7.1,2.4,17.5,17.7,49.0,19883.1,1.9517857142857142,1.5322196331231697,1.3541325970855413,1.710306669160798,1.5615985076556458,1.9441672109636625,0.7046866337301376,1.5419447065205298,1.2084903458253669
summarise_transactions,solo,mandatory,8,10,62.8,57.3,4.4,23.5,47.5,133.8,41950.0,3.9412301587301584,1.5322196331231697,1.3541325970855413,1.710306669160798,1.5615985076556458,1.9441672109636625,0.7046866337301376,1.5419447065205298,1.2084903458253669
summarise_transactions,peer,forbidden,2,10,4.9,4.7,0.0,6.2,3.8,14.9,6358.7,0.72,1.5338012432193868,1.4011941253147424,1.6664083611240312,1.5290243291272987,2.0215661147268245,0.11961587113893808,1.2143980053914987,1.049712181221878
summarise_transactions,peer,forbidden,4,10,20.9,14.1,4.4,7.7,14.4,43.0,12071.2,2.58,1.5338012432193868,1.4011941253147424,1.6664083611240312,1.5290243291272987,2.0215661147268245,0.11961587113893808,1.2143980053914987,1.049712181221878
summarise_transactions,peer,forbidden,8,10,85.5,78.3,6.5,7.4,30.0,122.9,26717.1,5.38,1.5338012432193868,1.4011941253147424,1.6664083611240312,1.5290243291272987,2.0215661147268245,0.11961587113893808,1.2143980053914987,1.049712181221878
summarise_transactions,peer,allowed,2,10,4.5,4.5,0.0,6.4,3.8,14.7,6174.4,0.74,1.331356661835283,1.1965211125864443,1.4661922110841217,1.3356030317844392,1.818692988779211,0.09299111709758699,1.0267584467196031,0.8475663944768701
summarise_transactions,peer,allowed,4,10,19.8,12.9,3.7,6.7,10.6,37.1,9717.9,1.94,1.331356661835283,1.1965211125864443,1.4661922110841217,1.3356030317844392,1.818692988779211,0.09299111709758699,1.0267584467196031,0.8475663944768701
