run_id,family,instance,agent_count,topology,artefact_policy,success,centr_canonical+alias,centr_canonical_only,centr_all_target_kinds
family-1-process_orders-conflicting-a4-peer-allowed-r02,family-1,process_orders/conflicting,4,peer,allowed,False,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-peer-allowed-r03,family-1,process_orders/conflicting,4,peer,allowed,False,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-peer-allowed-r04,family-1,process_orders/conflicting,4,peer,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-peer-allowed-r05,family-1,process_orders/conflicting,4,peer,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-peer-allowed-r06,family-1,process_orders/conflicting,4,peer,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-peer-allowed-r07,family-1,process_orders/conflicting,4,peer,allowed,True,0.0,0.0,0.8
family-1-process_orders-conflicting-a4-peer-allowed-r08,family-1,process_orders/conflicting,4,peer,allowed,False,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-peer-allowed-r09,family-1,process_orders/conflicting,4,peer,allowed,False,0.0,0.0,0.8
family-1-process_orders-conflicting-a4-peer-allowed-r10,family-1,process_orders/conflicting,4,peer,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-peer-forbidden-r01,family-1,process_orders/conflicting,4,peer,forbidden,True,0.0,1.0,0.0
family-1-process_orders-conflicting-a4-peer-forbidden-r02,family-1,process_orders/conflicting,4,peer,forbidden,False,1.0,1.0,0.4
family-1-process_orders-conflicting-a4-peer-forbidden-r03,family-1,process_orders/conflicting,4,peer,forbidden,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-peer-forbidden-r04,family-1,process_orders/conflicting,4,peer,forbidden,True,0.0,0.33333333333333337,0.0
family-1-process_orders-conflicting-a4-peer-forbidden-r05,family-1,process_orders/conflicting,4,peer,forbidden,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-peer-forbidden-r06,family-1,process_orders/conflicting,4,peer,forbidden,True,0.33333333333333337,0.33333333333333337,0.33333333333333337
family-1-process_orders-conflicting-a4-peer-forbidden-r07,family-1,process_orders/conflicting,4,peer,forbidden,True,0.0,0.0,0.8
family-1-process_orders-conflicting-a4-peer-forbidden-r08,family-1,process_orders/conflicting,4,peer,forbidden,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-peer-forbidden-r09,family-1,process_orders/conflicting,4,peer,forbidden,False,0.33333333333333337,0.33333333333333337,0.33333333333333337
family-1-process_orders-conflicting-a4-peer-forbidden-r10,family-1,process_orders/conflicting,4,peer,forbidden,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-peer-mandatory-r01,family-1,process_orders/conflicting,4,peer,mandatory,False,,,
family-1-process_orders-conflicting-a4-peer-mandatory-r02,family-1,process_orders/conflicting,4,peer,mandatory,True,,,
family-1-process_orders-conflicting-a4-peer-mandatory-r03,family-1,process_orders/conflicting,4,peer,mandatory,True,,,
family-1-process_orders-conflicting-a4-peer-mandatory-r04,family-1,process_orders/conflicting,4,peer,mandatory,False,,,
family-1-process_orders-conflicting-a4-peer-mandatory-r05,family-1,process_orders/conflicting,4,peer,mandatory,True,,,
family-1-process_orders-conflicting-a4-peer-mandatory-r06,family-1,process_orders/conflicting,4,peer,mandatory,False,,,
family-1-process_orders-conflicting-a4-peer-mandatory-r07,family-1,process_orders/conflicting,4,peer,mandatory,True,1.0,,1.0
family-1-process_orders-conflicting-a4-peer-mandatory-r08,family-1,process_orders/conflicting,4,peer,mandatory,False,,,
family-1-process_orders-conflicting-a4-peer-mandatory-r09,family-1,process_orders/conflicting,4,peer,mandatory,True,,,
family-1-process_orders-conflicting-a4-peer-mandatory-r10,family-1,process_orders/conflicting,4,peer,mandatory,False,,,
family-1-process_orders-conflicting-a4-solo-allowed-r01,family-1,process_orders/conflicting,4,solo,allowed,False,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-solo-allowed-r02,family-1,process_orders/conflicting,4,solo,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-solo-allowed-r03,family-1,process_orders/conflicting,4,solo,allowed,False,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-solo-allowed-r04,family-1,process_orders/conflicting,4,solo,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-solo-allowed-r05,family-1,process_orders/conflicting,4,solo,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-solo-allowed-r06,family-1,process_orders/conflicting,4,solo,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-solo-allowed-r07,family-1,process_orders/conflicting,4,solo,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-solo-allowed-r08,family-1,process_orders/conflicting,4,solo,allowed,False,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-solo-allowed-r09,family-1,process_orders/conflicting,4,solo,allowed,True,0.0,0.0,0.8
family-1-process_orders-conflicting-a4-solo-allowed-r10,family-1,process_orders/conflicting,4,solo,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-solo-forbidden-r01,family-1,process_orders/conflicting,4,solo,forbidden,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-solo-forbidden-r02,family-1,process_orders/conflicting,4,solo,forbidden,True,0.33333333333333337,0.33333333333333337,0.6333333333333334
family-1-process_orders-conflicting-a4-solo-forbidden-r03,family-1,process_orders/conflicting,4,solo,forbidden,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-solo-forbidden-r04,family-1,process_orders/conflicting,4,solo,forbidden,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-solo-forbidden-r05,family-1,process_orders/conflicting,4,solo,forbidden,True,0.0,0.33333333333333337,0.0
family-1-process_orders-conflicting-a4-solo-forbidden-r06,family-1,process_orders/conflicting,4,solo,forbidden,False,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-solo-forbidden-r07,family-1,process_orders/conflicting,4,solo,forbidden,False,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-solo-forbidden-r08,family-1,process_orders/conflicting,4,solo,forbidden,True,0.33333333333333337,0.33333333333333337,0.5238095238095238
family-1-process_orders-conflicting-a4-solo-forbidden-r09,family-1,process_orders/conflicting,4,solo,forbidden,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-solo-forbidden-r10,family-1,process_orders/conflicting,4,solo,forbidden,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a4-solo-mandatory-r01,family-1,process_orders/conflicting,4,solo,mandatory,True,0.6666666666666667,1.0,0.6666666666666667
family-1-process_orders-conflicting-a4-solo-mandatory-r02,family-1,process_orders/conflicting,4,solo,mandatory,False,0.0,0.33333333333333337,0.0
family-1-process_orders-conflicting-a4-solo-mandatory-r03,family-1,process_orders/conflicting,4,solo,mandatory,True,1.0,,0.7000000000000001
family-1-process_orders-conflicting-a4-solo-mandatory-r04,family-1,process_orders/conflicting,4,solo,mandatory,True,0.0,,0.0
family-1-process_orders-conflicting-a4-solo-mandatory-r05,family-1,process_orders/conflicting,4,solo,mandatory,True,1.0,,1.0
family-1-process_orders-conflicting-a4-solo-mandatory-r06,family-1,process_orders/conflicting,4,solo,mandatory,False,0.33333333333333337,1.0,0.33333333333333337
family-1-process_orders-conflicting-a4-solo-mandatory-r07,family-1,process_orders/conflicting,4,solo,mandatory,True,,,
family-1-process_orders-conflicting-a4-solo-mandatory-r08,family-1,process_orders/conflicting,4,solo,mandatory,True,,,0.23333333333333334
family-1-process_orders-conflicting-a4-solo-mandatory-r09,family-1,process_orders/conflicting,4,solo,mandatory,False,1.0,,1.0
family-1-process_orders-conflicting-a4-solo-mandatory-r10,family-1,process_orders/conflicting,4,solo,mandatory,True,1.0,,1.0
family-1-process_orders-conflicting-a8-orchestrator-allowed-r01,family-1,process_orders/conflicting,8,orchestrator,allowed,True,0.0,0.04761904761904764,0.0
family-1-process_orders-conflicting-a8-orchestrator-allowed-r02,family-1,process_orders/conflicting,8,orchestrator,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a8-orchestrator-allowed-r03,family-1,process_orders/conflicting,8,orchestrator,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a8-orchestrator-allowed-r04,family-1,process_orders/conflicting,8,orchestrator,allowed,False,0.04761904761904764,0.04761904761904764,0.6666666666666667
family-1-process_orders-conflicting-a8-orchestrator-allowed-r05,family-1,process_orders/conflicting,8,orchestrator,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a8-orchestrator-allowed-r06,family-1,process_orders/conflicting,8,orchestrator,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a8-orchestrator-allowed-r07,family-1,process_orders/conflicting,8,orchestrator,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a8-orchestrator-allowed-r08,family-1,process_orders/conflicting,8,orchestrator,allowed,True,0.0,0.0,0.25
family-1-process_orders-conflicting-a8-orchestrator-allowed-r09,family-1,process_orders/conflicting,8,orchestrator,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a8-orchestrator-allowed-r10,family-1,process_orders/conflicting,8,orchestrator,allowed,False,0.0,0.0,0.0
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r01,family-1,process_orders/conflicting,8,orchestrator,forbidden,True,0.04761904761904764,0.04761904761904764,0.7802197802197802
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r02,family-1,process_orders/conflicting,8,orchestrator,forbidden,False,0.04761904761904764,0.04761904761904764,0.04761904761904764
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r03,family-1,process_orders/conflicting,8,orchestrator,forbidden,False,0.04761904761904764,0.04761904761904764,0.04761904761904764
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r04,family-1,process_orders/conflicting,8,orchestrator,forbidden,True,0.14285714285714285,0.14285714285714285,0.14285714285714285
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r05,family-1,process_orders/conflicting,8,orchestrator,forbidden,True,0.0,0.0,0.25
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r06,family-1,process_orders/conflicting,8,orchestrator,forbidden,True,0.25,0.32142857142857145,0.25
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r07,family-1,process_orders/conflicting,8,orchestrator,forbidden,True,0.14285714285714285,0.14285714285714285,0.14285714285714285
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r08,family-1,process_orders/conflicting,8,orchestrator,forbidden,False,0.14285714285714285,0.28571428571428575,0.14285714285714285
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r09,family-1,process_orders/conflicting,8,orchestrator,forbidden,False,0.04761904761904764,0.04761904761904764,0.2857142857142857
family-1-process_orders-conflicting-a8-orchestrator-forbidden-r10,family-1,process_orders/conflicting,8,orchestrator,forbidden,True,0.14285714285714285,0.28571428571428575,0.14285714285714285
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r01,family-1,process_orders/conflicting,8,orchestrator,mandatory,True,1.0,1.0,0.8392857142857143
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r02,family-1,process_orders/conflicting,8,orchestrator,mandatory,True,0.8214285714285714,0.8214285714285714,0.8214285714285714
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r03,family-1,process_orders/conflicting,8,orchestrator,mandatory,False,0.7142857142857143,0.7142857142857143,0.7142857142857143
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r04,family-1,process_orders/conflicting,8,orchestrator,mandatory,True,1.0,1.0,1.0
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r05,family-1,process_orders/conflicting,8,orchestrator,mandatory,True,0.7619047619047619,0.7619047619047619,0.5329670329670331
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r06,family-1,process_orders/conflicting,8,orchestrator,mandatory,True,0.5714285714285715,0.5714285714285715,0.5714285714285715
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r07,family-1,process_orders/conflicting,8,orchestrator,mandatory,True,1.0,1.0,1.0
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r08,family-1,process_orders/conflicting,8,orchestrator,mandatory,True,1.0,1.0,1.0
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r09,family-1,process_orders/conflicting,8,orchestrator,mandatory,True,0.6071428571428571,0.6071428571428571,0.6071428571428571
family-1-process_orders-conflicting-a8-orchestrator-mandatory-r10,family-1,process_orders/conflicting,8,orchestrator,mandatory,True,0.7142857142857143,0.7142857142857143,0.7142857142857143
family-1-process_orders-conflicting-a8-peer-allowed-r01,family-1,process_orders/conflicting,8,peer,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a8-peer-allowed-r02,family-1,process_orders/conflicting,8,peer,allowed,True,0.09523809523809525,0.09523809523809525,0.09523809523809525
family-1-process_orders-conflicting-a8-peer-allowed-r03,family-1,process_orders/conflicting,8,peer,allowed,True,0.380952380952381,0.5238095238095238,0.375
family-1-process_orders-conflicting-a8-peer-allowed-r04,family-1,process_orders/conflicting,8,peer,allowed,True,0.14285714285714288,0.4285714285714286,0.16071428571428573
family-1-process_orders-conflicting-a8-peer-allowed-r05,family-1,process_orders/conflicting,8,peer,allowed,True,0.09523809523809525,0.09523809523809525,0.09523809523809525
family-1-process_orders-conflicting-a8-peer-allowed-r06,family-1,process_orders/conflicting,8,peer,allowed,True,0.2380952380952381,0.3333333333333333,0.26785714285714285
family-1-process_orders-conflicting-a8-peer-allowed-r07,family-1,process_orders/conflicting,8,peer,allowed,True,0.23809523809523814,0.28571428571428575,0.23809523809523814
family-1-process_orders-conflicting-a8-peer-allowed-r08,family-1,process_orders/conflicting,8,peer,allowed,True,0.14285714285714285,0.38095238095238093,0.14285714285714285
family-1-process_orders-conflicting-a8-peer-allowed-r09,family-1,process_orders/conflicting,8,peer,allowed,True,0.14285714285714285,0.4761904761904761,0.14285714285714285
family-1-process_orders-conflicting-a8-peer-allowed-r10,family-1,process_orders/conflicting,8,peer,allowed,True,0.14285714285714285,0.14285714285714285,0.14285714285714285
family-1-process_orders-conflicting-a8-peer-forbidden-r01,family-1,process_orders/conflicting,8,peer,forbidden,True,0.04761904761904764,0.04761904761904764,0.125
family-1-process_orders-conflicting-a8-peer-forbidden-r02,family-1,process_orders/conflicting,8,peer,forbidden,True,0.28571428571428575,0.28571428571428575,0.28571428571428575
family-1-process_orders-conflicting-a8-peer-forbidden-r03,family-1,process_orders/conflicting,8,peer,forbidden,True,0.28571428571428575,0.28571428571428575,0.30357142857142855
family-1-process_orders-conflicting-a8-peer-forbidden-r04,family-1,process_orders/conflicting,8,peer,forbidden,True,0.14285714285714285,0.4285714285714286,0.14285714285714285
family-1-process_orders-conflicting-a8-peer-forbidden-r05,family-1,process_orders/conflicting,8,peer,forbidden,True,0.06666666666666665,0.06666666666666665,0.06666666666666665
family-1-process_orders-conflicting-a8-peer-forbidden-r06,family-1,process_orders/conflicting,8,peer,forbidden,True,0.28571428571428575,,0.30357142857142855
family-1-process_orders-conflicting-a8-peer-forbidden-r07,family-1,process_orders/conflicting,8,peer,forbidden,True,0.28571428571428575,0.28571428571428575,0.28571428571428575
family-1-process_orders-conflicting-a8-peer-forbidden-r08,family-1,process_orders/conflicting,8,peer,forbidden,True,0.5238095238095238,0.7619047619047619,0.48214285714285715
family-1-process_orders-conflicting-a8-peer-forbidden-r09,family-1,process_orders/conflicting,8,peer,forbidden,True,0.09523809523809527,0.09523809523809527,0.09523809523809527
family-1-process_orders-conflicting-a8-peer-forbidden-r10,family-1,process_orders/conflicting,8,peer,forbidden,True,0.380952380952381,0.7619047619047619,0.380952380952381
family-1-process_orders-conflicting-a8-peer-mandatory-r01,family-1,process_orders/conflicting,8,peer,mandatory,True,0.5238095238095238,0.7142857142857143,0.48214285714285715
family-1-process_orders-conflicting-a8-peer-mandatory-r02,family-1,process_orders/conflicting,8,peer,mandatory,True,0.7619047619047619,1.0,0.7619047619047619
family-1-process_orders-conflicting-a8-peer-mandatory-r03,family-1,process_orders/conflicting,8,peer,mandatory,True,0.14285714285714285,,0.14285714285714285
family-1-process_orders-conflicting-a8-peer-mandatory-r04,family-1,process_orders/conflicting,8,peer,mandatory,True,0.23809523809523805,1.0,0.23809523809523805
family-1-process_orders-conflicting-a8-peer-mandatory-r05,family-1,process_orders/conflicting,8,peer,mandatory,True,,,1.0
family-1-process_orders-conflicting-a8-peer-mandatory-r06,family-1,process_orders/conflicting,8,peer,mandatory,False,0.6,0.6,0.6
family-1-process_orders-conflicting-a8-peer-mandatory-r07,family-1,process_orders/conflicting,8,peer,mandatory,True,0.6,0.6666666666666667,0.5238095238095238
family-1-process_orders-conflicting-a8-peer-mandatory-r08,family-1,process_orders/conflicting,8,peer,mandatory,True,0.28571428571428575,1.0,0.28571428571428575
family-1-process_orders-conflicting-a8-peer-mandatory-r09,family-1,process_orders/conflicting,8,peer,mandatory,True,0.4761904761904761,,0.4107142857142857
family-1-process_orders-conflicting-a8-peer-mandatory-r10,family-1,process_orders/conflicting,8,peer,mandatory,True,0.6666666666666667,,0.5714285714285714
family-1-process_orders-conflicting-a8-solo-allowed-r01,family-1,process_orders/conflicting,8,solo,allowed,True,0.14285714285714285,0.14285714285714285,0.25
family-1-process_orders-conflicting-a8-solo-allowed-r02,family-1,process_orders/conflicting,8,solo,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a8-solo-allowed-r03,family-1,process_orders/conflicting,8,solo,allowed,False,0.0,0.0,0.25
family-1-process_orders-conflicting-a8-solo-allowed-r04,family-1,process_orders/conflicting,8,solo,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a8-solo-allowed-r05,family-1,process_orders/conflicting,8,solo,allowed,False,0.0,0.0,0.0
family-1-process_orders-conflicting-a8-solo-allowed-r06,family-1,process_orders/conflicting,8,solo,allowed,True,0.0,0.19047619047619047,0.25
family-1-process_orders-conflicting-a8-solo-allowed-r07,family-1,process_orders/conflicting,8,solo,allowed,True,0.04761904761904764,0.09523809523809525,0.125
family-1-process_orders-conflicting-a8-solo-allowed-r08,family-1,process_orders/conflicting,8,solo,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a8-solo-allowed-r09,family-1,process_orders/conflicting,8,solo,allowed,True,0.04761904761904764,0.04761904761904764,0.08928571428571429
family-1-process_orders-conflicting-a8-solo-allowed-r10,family-1,process_orders/conflicting,8,solo,allowed,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a8-solo-forbidden-r01,family-1,process_orders/conflicting,8,solo,forbidden,True,0.28571428571428575,0.28571428571428575,0.28571428571428575
family-1-process_orders-conflicting-a8-solo-forbidden-r02,family-1,process_orders/conflicting,8,solo,forbidden,True,0.25,0.25,0.24999999999999994
family-1-process_orders-conflicting-a8-solo-forbidden-r03,family-1,process_orders/conflicting,8,solo,forbidden,True,0.14285714285714285,0.14285714285714285,0.14285714285714285
family-1-process_orders-conflicting-a8-solo-forbidden-r04,family-1,process_orders/conflicting,8,solo,forbidden,True,0.14285714285714285,0.14285714285714285,0.35714285714285715
family-1-process_orders-conflicting-a8-solo-forbidden-r05,family-1,process_orders/conflicting,8,solo,forbidden,True,0.28571428571428575,0.28571428571428575,0.30357142857142855
family-1-process_orders-conflicting-a8-solo-forbidden-r06,family-1,process_orders/conflicting,8,solo,forbidden,True,0.0,0.0,0.25
family-1-process_orders-conflicting-a8-solo-forbidden-r07,family-1,process_orders/conflicting,8,solo,forbidden,True,0.04761904761904764,0.28571428571428575,0.04761904761904764
family-1-process_orders-conflicting-a8-solo-forbidden-r08,family-1,process_orders/conflicting,8,solo,forbidden,True,0.14285714285714285,0.14285714285714285,0.14285714285714285
family-1-process_orders-conflicting-a8-solo-forbidden-r09,family-1,process_orders/conflicting,8,solo,forbidden,True,0.14285714285714285,0.14285714285714285,0.19642857142857142
family-1-process_orders-conflicting-a8-solo-forbidden-r10,family-1,process_orders/conflicting,8,solo,forbidden,True,0.0,0.0,0.0
family-1-process_orders-conflicting-a8-solo-mandatory-r01,family-1,process_orders/conflicting,8,solo,mandatory,True,,,
family-1-process_orders-conflicting-a8-solo-mandatory-r02,family-1,process_orders/conflicting,8,solo,mandatory,True,,,
family-1-process_orders-conflicting-a8-solo-mandatory-r03,family-1,process_orders/conflicting,8,solo,mandatory,True,,,
family-1-process_orders-conflicting-a8-solo-mandatory-r04,family-1,process_orders/conflicting,8,solo,mandatory,True,,,
family-1-process_orders-conflicting-a8-solo-mandatory-r05,family-1,process_orders/conflicting,8,solo,mandatory,False,,,
family-1-process_orders-conflicting-a8-solo-mandatory-r06,family-1,process_orders/conflicting,8,solo,mandatory,True,1.0,1.0,1.0
family-1-process_orders-conflicting-a8-solo-mandatory-r07,family-1,process_orders/conflicting,8,solo,mandatory,True,,,
family-1-process_orders-conflicting-a8-solo-mandatory-r08,family-1,process_orders/conflicting,8,solo,mandatory,True,1.0,1.0,1.0
family-1-process_orders-conflicting-a8-solo-mandatory-r09,family-1,process_orders/conflicting,8,solo,mandatory,True,,,
family-1-process_orders-conflicting-a8-solo-mandatory-r10,family-1,process_orders/conflicting,8,solo,mandatory,True,,,
family-1-process_orders-overlapping-a2-orchestrator-allowed-r01,family-1,process_orders/overlapping,2,orchestrator,allowed,True,,,0.0
family-1-process_orders-overlapping-a2-orchestrator-allowed-r02,family-1,process_orders/overlapping,2,orchestrator,allowed,True,,,1.0
family-1-process_orders-overlapping-a2-orchestrator-allowed-r03,family-1,process_orders/overlapping,2,orchestrator,allowed,True,,,1.0
family-1-process_orders-overlapping-a2-orchestrator-allowed-r04,family-1,process_orders/overlapping,2,orchestrator,allowed,True,,,1.0
family-1-process_orders-overlapping-a2-orchestrator-allowed-r05,family-1,process_orders/overlapping,2,orchestrator,allowed,True,,,
family-1-process_orders-overlapping-a2-orchestrator-allowed-r06,family-1,process_orders/overlapping,2,orchestrator,allowed,True,,,1.0
family-1-process_orders-overlapping-a2-orchestrator-allowed-r07,family-1,process_orders/overlapping,2,orchestrator,allowed,True,,,0.5833333333333334
family-1-process_orders-overlapping-a2-orchestrator-allowed-r08,family-1,process_orders/overlapping,2,orchestrator,allowed,True,,,0.7000000000000001
family-1-process_orders-overlapping-a2-orchestrator-allowed-r09,family-1,process_orders/overlapping,2,orchestrator,allowed,True,,,0.0
family-1-process_orders-overlapping-a2-orchestrator-allowed-r10,family-1,process_orders/overlapping,2,orchestrator,allowed,True,,,0.3333333333333333
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r01,family-1,process_orders/overlapping,2,orchestrator,forbidden,True,,,0.3333333333333333
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r02,family-1,process_orders/overlapping,2,orchestrator,forbidden,True,,,1.0
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r03,family-1,process_orders/overlapping,2,orchestrator,forbidden,True,,,
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r04,family-1,process_orders/overlapping,2,orchestrator,forbidden,True,,,0.3333333333333333
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r05,family-1,process_orders/overlapping,2,orchestrator,forbidden,True,,,1.0
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r06,family-1,process_orders/overlapping,2,orchestrator,forbidden,True,,,1.0
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r07,family-1,process_orders/overlapping,2,orchestrator,forbidden,True,,,1.0
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r08,family-1,process_orders/overlapping,2,orchestrator,forbidden,True,,,
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r09,family-1,process_orders/overlapping,2,orchestrator,forbidden,True,,,0.8333333333333334
family-1-process_orders-overlapping-a2-orchestrator-forbidden-r10,family-1,process_orders/overlapping,2,orchestrator,forbidden,True,,,
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r01,family-1,process_orders/overlapping,2,orchestrator,mandatory,True,,,1.0
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r02,family-1,process_orders/overlapping,2,orchestrator,mandatory,True,,,
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r03,family-1,process_orders/overlapping,2,orchestrator,mandatory,True,,,1.0
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r04,family-1,process_orders/overlapping,2,orchestrator,mandatory,True,,,
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r05,family-1,process_orders/overlapping,2,orchestrator,mandatory,True,,,
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r06,family-1,process_orders/overlapping,2,orchestrator,mandatory,True,,,
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r07,family-1,process_orders/overlapping,2,orchestrator,mandatory,True,,,
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r08,family-1,process_orders/overlapping,2,orchestrator,mandatory,True,,,
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r09,family-1,process_orders/overlapping,2,orchestrator,mandatory,True,,,
family-1-process_orders-overlapping-a2-orchestrator-mandatory-r10,family-1,process_orders/overlapping,2,orchestrator,mandatory,True,,,
family-1-process_orders-overlapping-a2-peer-allowed-r01,family-1,process_orders/overlapping,2,peer,allowed,True,,,
family-1-process_orders-overlapping-a2-peer-allowed-r02,family-1,process_orders/overlapping,2,peer,allowed,True,,,1.0
family-1-process_orders-overlapping-a2-peer-allowed-r03,family-1,process_orders/overlapping,2,peer,allowed,True,,,1.0
family-1-process_orders-overlapping-a2-peer-allowed-r04,family-1,process_orders/overlapping,2,peer,allowed,True,,,
family-1-process_orders-overlapping-a2-peer-allowed-r05,family-1,process_orders/overlapping,2,peer,allowed,True,,,
family-1-process_orders-overlapping-a2-peer-allowed-r06,family-1,process_orders/overlapping,2,peer,allowed,True,,,
family-1-process_orders-overlapping-a2-peer-allowed-r07,family-1,process_orders/overlapping,2,peer,allowed,True,,,
family-1-process_orders-overlapping-a2-peer-allowed-r08,family-1,process_orders/overlapping,2,peer,allowed,True,,,1.0
family-1-process_orders-overlapping-a2-peer-allowed-r09,family-1,process_orders/overlapping,2,peer,allowed,True,,,
family-1-process_orders-overlapping-a2-peer-allowed-r10,family-1,process_orders/overlapping,2,peer,allowed,True,,,1.0
family-1-process_orders-overlapping-a2-peer-forbidden-r01,family-1,process_orders/overlapping,2,peer,forbidden,True,,,1.0
family-1-process_orders-overlapping-a2-peer-forbidden-r02,family-1,process_orders/overlapping,2,peer,forbidden,True,,,
family-1-process_orders-overlapping-a2-peer-forbidden-r03,family-1,process_orders/overlapping,2,peer,forbidden,True,,,1.0
family-1-process_orders-overlapping-a2-peer-forbidden-r04,family-1,process_orders/overlapping,2,peer,forbidden,True,,,
family-1-process_orders-overlapping-a2-peer-forbidden-r05,family-1,process_orders/overlapping,2,peer,forbidden,True,,,1.0
family-1-process_orders-overlapping-a2-peer-forbidden-r06,family-1,process_orders/overlapping,2,peer,forbidden,True,,,
family-1-process_orders-overlapping-a2-peer-forbidden-r07,family-1,process_orders/overlapping,2,peer,forbidden,True,,,
family-1-process_orders-overlapping-a2-peer-forbidden-r08,family-1,process_orders/overlapping,2,peer,forbidden,True,,,
family-1-process_orders-overlapping-a2-peer-forbidden-r09,family-1,process_orders/overlapping,2,peer,forbidden,True,,,
family-1-process_orders-overlapping-a2-peer-forbidden-r10,family-1,process_orders/overlapping,2,peer,forbidden,True,,,
family-1-process_orders-overlapping-a2-peer-mandatory-r01,family-1,process_orders/overlapping,2,peer,mandatory,True,,,
family-1-process_orders-overlapping-a2-peer-mandatory-r02,family-1,process_orders/overlapping,2,peer,mandatory,True,,,
family-1-process_orders-overlapping-a2-peer-mandatory-r03,family-1,process_orders/overlapping,2,peer,mandatory,True,,,
family-1-process_orders-overlapping-a2-peer-mandatory-r04,family-1,process_orders/overlapping,2,peer,mandatory,True,,,
family-1-process_orders-overlapping-a2-peer-mandatory-r05,family-1,process_orders/overlapping,2,peer,mandatory,True,,,0.0
